Gene,Description,BLAST_hit
Bo7g118830,45:910-diseco-3-hydroxy-5917-trioxoandrosta-1(10)2-diene-4-oate hydrolase (EC 3.7.1.17) (2-hydroxy-6-oxo-6-phenylhexa-24-dienoate hydrolase) (HOPDA hydrolase) (EC 3.7.1.8) (Meta-cleavage product hydrolase) (MCP hydrolase),hsaD bphD MT3674
Bo7g118940,,
Bo7g118970,L-ascorbate oxidase (ASO) (Ascorbase) (EC 1.10.3.3),AAO
Bo7g119080,Putative calmodulin-3 (CaM-3) (Fragment),PCM3
Bo7g119090,,
Bo7g119180,Alkane hydroxylase MAH1 (EC 1.14.-.-) (Cytochrome P450 96A15) (Protein MID-CHAIN ALKANE HYDROXYLASE 1),CYP96A15 MAH1 At1g57750 T8L23.21
Bo7g119250,,
Bo8g001200,Protein RALF-like 1 (Rapid alkalinization factor 1) (AtRALF1),RALF1 RALFL1 At1g02900 F22D16.10
Bo8g001250,Probable carboxylesterase 16 (AtCXE16) (EC 3.1.1.1),CXE16 At5g14310 F18O22.100
Bo8g001350,Basic 7S globulin (SBg7S) (Bg) [Cleaved into: Basic 7S globulin high kDa subunit; Basic 7S globulin low kDa subunit],BG G7S
Bo8g002730,Acid phosphatase 1 (EC 3.1.3.2) (Apase-1(1)),APS1 APS-1(1)
Bo8g004320,Wall-associated receptor kinase-like 9 (EC 2.7.11.-),WAKL9 At1g69730 T6C23.7
Bo8g004610,,
Bo8g005990,,
Bo8g007100,Uncharacterized protein At2g29880,At2g29880 F6K5.1
Bo8g007110,Delta-9 desaturase-like 5 protein (EC 1.14.19.-),At1g06360 T2D23.6 T2D23_4
Bo8g007200,Uncharacterized oxidoreductase At1g06690 chloroplastic (EC 1.-.-.-),At1g06690 F12K11.2 F4H5.17
Bo8g009540,Tropinone reductase homolog At1g07450 (EC 1.1.1.-),At1g07450 F22G5.20
Bo8g009590,Glutathione S-transferase T3 (AtGSTT3) (EC 2.5.1.18) (GST class-theta member 3) (Glutathione S-transferase 10C),GSTT3 GST10C At5g41220 K1O13.1
Bo8g010830,3-ketoacyl-CoA synthase 3 (KCS-3) (EC 2.3.1.199) (Very long-chain fatty acid condensing enzyme 3) (VLCFA condensing enzyme 3),KCS3 At1g07720 F24B9.18
Bo8g011050,mRNA-decapping enzyme-like protein (EC 3.-.-.-) (DCP1 homolog),At1g08370 T27G7.7
Bo8g011060,Photosystem I subunit O (PSI-O),PSAO At1g08380 T27G7
Bo8g011130,,
Bo8g011200,Probable carboxylesterase 4 mitochondrial (AtCXE4) (EC 3.1.1.1),CXE4 At1g49650 F14J22.21
Bo8g011470,,
Bo8g011510,,
Bo8g011550,B3 domain-containing protein REM19 (Protein RELATED TO VERNALIZATION 1) (Protein REPRODUCTIVE MERISTEM 19),REM19 RTV1 At1g49480 F13F21.8
Bo8g013930,,
Bo8g015140,,
Bo8g016340,Protein CIA1 (Cytosolic iron-sulfur protein assembly 1) (Protein EMBRYO DEFECTIVE 1345),CIA1 EMB1345 At2g26060 T19L18.13
Bo8g016860,L-type lectin-domain containing receptor kinase IV.2 (Arabidopsis thaliana lectin-receptor kinase a4) (AthlecRK-a4) (LecRK-IV.2) (EC 2.7.11.1) (Protein SMALL GLUED-TOGETHER AND COLLAPSED POLLEN),LECRK42 LECRKA4 SGC At3g53810 F5K20.110
Bo8g018100,3beta-hydroxysteroid-dehydrogenase/decarboxylase isoform 1 (At3BETAHSD/D1) (EC 1.1.1.170) (4alpha-carboxysterol-C3-dehydrogenase/C4-decarboxylase isoform 1-1) (Reticulon-like protein B24) (AtRTNLB24) (Sterol-4-alpha-carboxylate 3-dehydrogenase 1 decarboxylating),3BETAHSD/D1 RTNLB24 At1g47290 T3F24.9
Bo8g020470,YlmG homolog protein 1-2 chloroplastic (AtYLMG1-2) (YGGT family protein YLMG1-2),YLMG1-2 YGGT-B At4g27990 T13J8.100
Bo8g021710,,
Bo8g021780,,
Bo8g021820,Probable purine permease 11 (AtPUP11),PUP11 At1g44750 T12C22.2
Bo8g021930,Cyclin-A1-1 (G2/mitotic-specific cyclin-A1-1) (CycA1;1),CYCA1-1 At1g44110 T7O23.18
Bo8g021980,,
Bo8g024250,Serine carboxypeptidase-like 44 (EC 3.4.16.-),SCPL44 At1g43780 F28H19.3 F28H19.5
Bo8g024330,Factor of DNA methylation 3,FDM3 At3g12550 T16H11.4 T2E22.14
Bo8g026840,Alkaline/neutral invertase CINV1 (EC 3.2.1.26) (Alkaline/neutral invertase G) (A/N-INVG) (Cytosolic invertase 1) (AtCYT-INV1),CINV1 INVG At1g35580 F15O4.33
Bo8g027320,F-box protein SKIP19 (F-box/LRR-repeat protein 20) (SKP1-interacting partner 19),SKIP19 FBL20 At4g05460 C6L9.140
Bo8g028560,50S ribosomal protein L11 chloroplastic (CL11),RPL11 At1g32990 F9L11.15
Bo8g030320,Protein BREVIS RADIX (AtBRX),BRX At1g31880 F5M6.11
Bo8g030410,,
Bo8g030450,Fimbrin-5 (AtFIM5) (Fimbrin-like protein 2) (Fimbrin5),FIM5 FIM2 At5g35700 MXH1.5
Bo8g030460,,
Bo8g030470,,
Bo8g030780,,
Bo8g032070,,
Bo8g033560,,
Bo8g033620,Phospholipase D delta (AtPLDdelta) (PLD delta) (EC 3.1.4.4),PLDDELTA At4g35790 F4B14.60
Bo8g034030,,
Bo8g034150,Gamma-interferon-responsive lysosomal thiol protein (AtGILT),GILT At4g12960 F25G13.50
Bo8g034160,,
Bo8g035520,Protein PHR1-LIKE 3 (Myb family transcription factor PHL3) (Protein UNFERTILIZED EMBRYO SAC 16),PHL3 UNE16 At4g13640 F18A5.30
Bo8g036620,Probable receptor-like protein kinase At2g39360 (EC 2.7.11.-),At2g39360 F12L6.2
Bo8g036630,,
Bo8g036840,Xyloglucan endotransglucosylase/hydrolase protein 15 (At-XTH15) (XTH-15) (EC 2.4.1.207) (EC 3.2.1.151),XTH15 XTR7 At4g14130 dl3105c FCAALL.173
Bo8g037900,Lysine-specific demethylase JMJ18 (EC 1.14.11.-) (Jumonji domain-containing protein 18) (Lysine-specific histone demethylase JMJ18) (Protein JUMONJI 18),JMJ18 At1g30810 T17H7.10
Bo8g038140,F-box/LRR-repeat protein At3g58930,At3g58930 T20N10.280
Bo8g039420,Myrosinase MA1 (EC 3.2.1.147) (Sinigrinase) (Thioglucosidase),
Bo8g039550,Extradiol ring-cleavage dioxygenase (AtLigB) (EC 1.13.11.-),LIGB At4g15093 dl3590w
Bo8g040790,,
Bo8g041010,Acetylserotonin O-methyltransferase (EC 2.1.1.4) (N-acetylserotonin O-methyltransferase) (AtASMT),ASMT At4g35160 T12J5.30
Bo8g042060,Transcription elongation factor 1 homolog,At5g46030 MCL19.8
Bo8g045810,Tricyclene synthase chloroplastic (EC 4.2.3.105) ((E)-beta-ocimene synthase) (EC 4.2.3.106) ((EE)-alpha-farnesene synthase) (EC 4.2.3.46) (Terpenoid synthase 3) (AtTPS03),TPS03 At4g16740 dl4395w FCAALL.18
Bo8g045860,F-box protein At5g51370,At5g51370 MFG13.8
Bo8g049400,,
Bo8g050050,,
Bo8g050410,,
Bo8g050420,,
Bo8g050430,Protein NBR1 homolog (AtNBR1) (At4g24690),NBR1 At4g24690 F22K18.110
Bo8g050490,SUMO-activating enzyme subunit 1A (SUMO-activating enzyme subunit 1-1) (Ubiquitin-like 1-activating enzyme E1A),SAE1A SAE1-1 At4g24940 F13M23.80
Bo8g050560,Acyl carrier protein 4 chloroplastic,ACP4 ACL1.4 At4g25050 F13M23.190
Bo8g050810,ATP-dependent DNA helicase PIF1 (EC 3.6.4.12) (DNA repair and recombination helicase PIF1),pif1 zgc:56161
Bo8g051300,,
Bo8g051430,,
Bo8g051530,,
Bo8g052590,Fatty acid desaturase 4 chloroplastic (EC 1.14.19.43) (Fatty acid desaturase A),FAD4 FADA At4g27030 F10M23.370
Bo8g052710,NEDD8-activating enzyme E1 regulatory subunit AXR1 (Auxin-resistance protein AXR1) (Protein AUXIN-RESISTANT 1),AXR1 At1g05180 YUP8H12.21
Bo8g052820,,
Bo8g054090,tRNA (adenine(37)-N6)-methyltransferase (EC 2.1.1.-) (tRNA methyltransferase O),Trmo
Bo8g054210,,
Bo8g054570,Peroxisomal fatty acid beta-oxidation multifunctional protein AIM1 (Protein ABNORMAL INFLORESCENCE MERISTEM 1) (AtAIM1) [Includes: Enoyl-CoA hydratase/3-2-trans-enoyl-CoA isomerase/3-hydroxybutyryl-CoA epimerase (EC 4.2.1.17) (EC 5.1.2.3) (EC 5.3.3.8); 3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35)],AIM1 At4g29010 F19B15.40
Bo8g056930,Probable low-specificity L-threonine aldolase 1 (EC 4.1.2.48) (Threonine aldolase 1),THA1 At1g08630 F22O13.11
Bo8g058340,Importin subunit alpha-1a,Os01g0253300 LOC_Os01g14950
Bo8g058410,Probable disease resistance protein At1g12290,At1g12290 F5O11.3
Bo8g058550,Disease resistance protein RPS5 (Resistance to Pseudomonas syringae protein 5) (pNd3/pNd10),RPS5 At1g12220 T28K15.5
Bo8g058740,,
Bo8g058760,,
Bo8g058840,Aspartyl protease AED3 (EC 3.4.23.-) (Apoplastic EDS1-dependent protein 3),AED3 At1g09750 F21M12.13
Bo8g058960,,
Bo8g059160,UPF0725 protein At1g02770,At1g02770 F22D16.24 T14P4.24
Bo8g059180,,
Bo8g059430,,
Bo8g059510,Probable xyloglucan endotransglucosylase/hydrolase protein 33 (At-XTH33) (XTH-33) (EC 2.4.1.207),XTH33 At1g10550 T10O24.17
Bo8g059580,Polygalacturonase At1g48100 (PG) (EC 3.2.1.15) (Pectinase At1g48100),At1g48100 F21D18.17 F21D18.18
Bo8g059620,ATP-citrate synthase alpha chain protein 1 (ATP-citrate synthase A-1) (EC 2.3.3.8) (ATP-citrate lyase A-1) (Citrate cleavage enzyme A-1),ACLA-1 At1g10670 F20B24.11
Bo8g059690,Probable LRR receptor-like serine/threonine-protein kinase At1g51820 (EC 2.7.11.1),At1g51820 F19C24.23 T14L22.3
Bo8g059740,Serine/threonine-protein kinase SRK2A (EC 2.7.11.1) (Arabidopsis protein SK1) (OST1-kinase-like 7) (SNF1-related kinase 2.4) (SnRK2.4),SRK2A ASK1 OSKL7 SNRK2.4 At1g10940 T19D16.14
Bo8g059760,Ferredoxin-1 chloroplastic (AtFd1),FD1 PETF2 At1g10960 T19D16.12
Bo8g059930,Cytochrome f,petA
Bo8g060060,,
Bo8g060070,Partner of Y14 and mago (AtPYM),PYM At1g11400 T23J18.7
Bo8g060180,Tryptophan synthase beta chain 2 chloroplastic (EC 4.2.1.20),TSB
Bo8g062530,,
Bo8g063780,Cytochrome b-c1 complex subunit 6 (CR7) (Complex III subunit 6) (Complex III subunit VI) (Mitochondrial hinge protein) (Ubiquinol-cytochrome c reductase complex 7.8 kDa protein),
Bo8g064820,,
Bo8g065320,F-box/LRR-repeat protein At1g06630,At1g06630 F12K11.23 F12K11.6
Bo8g065740,Nodulin-related protein 1 (AtNRP1) (RPS2-interacting protein 11),NRP1 RPI-11 At2g03440 T4M8.13
Bo8g066160,Transmembrane 9 superfamily member 2 (Endomembrane protein 8) (Transmembrane nine protein 2) (AtTMN2),TMN2 EMP8 At1g14670 F10B6.2/F10B6.3 T5E21.15
Bo8g066200,Purple acid phosphatase 3 (EC 3.1.3.2),PAP3 At1g14700 F10B6.10
Bo8g066680,Putative cyclin-B3-1 (G2/mitotic-specific cyclin-B3-1) (CycB3;1),CYCB3-1 At1g16330 F3O9.13
Bo8g066760,Histone acetyltransferase HAC12 (EC 2.3.1.48),HAC12 At1g16710 F17F16.8 F17F16_21
Bo8g066970,Interactor of constitutive active ROPs 1 (ROP-interactive partner 1),ICR1 RIP1 At1g17140 F20D23.32 F20D23_31
Bo8g066980,VQ motif-containing protein 1 (AtVQ1),VQ1 At1g17147 F20D23.16
Bo8g067010,,
Bo8g067030,Receptor-like protein 3 (AtRLP3) (Protein RESISTANCE TO FUSARIUM OXYSPORUM 2),RLP3 RFO2 At1g17250 F20D23.5
Bo8g067480,,
Bo8g068120,Protein transport protein SEC31 homolog A (SEC31-like protein A),SEC31A At1g18830 F6A14.8
Bo8g068360,Probable carboxylesterase 1 (AtCXE1) (EC 3.1.1.1),CXE1 At1g19190 T29M8.6
Bo8g068460,GDT1-like protein 3,At5g36290 T30G6.16
Bo8g068470,,
Bo8g069950,Ferredoxin--NADP reductase leaf isozyme 2 chloroplastic (EC 1.18.1.2) (Leaf FNR 2) (AtLFNR2) (FNR-2),LFNR2 PETH2 At1g20020 T20H2.20
Bo8g070320,Probable serine/threonine-protein kinase PBL21 (EC 2.7.11.1) (PBS1-like protein 21) (Protein ALTERED SEED GERMINATION 5),PBL21 ASG5 At1g20650 F2D10.13 F5M15.3
Bo8g070410,Protein MULTIPLE CHLOROPLAST DIVISION SITE 1,MCD1 At1g20830
Bo8g070730,Wall-associated receptor kinase 1 (EC 2.7.11.-),WAK1 PRO25 At1g21250 F16F4.6
Bo8g070840,Auxin-responsive protein IAA9 (Indoleacetic acid-induced protein 9),IAA9 At5g65670 F6H11.210 MPA24.1
Bo8g070860,Nuclear speckle RNA-binding protein A (AtNSRA),NSRA At1g76940 F22K20.4
Bo8g070870,Uncharacterized protein C57A10.07,SPAC57A10.07
Bo8g071000,Replication factor C subunit 4 (AtRFC4) (Activator 1 subunit 4) (Protein EMBRYO DEFECTIVE 1968),RFC4 EMB1968 At1g21690 F8K7.11
Bo8g071300,Transcription factor TGA3 (bZIP transcription factor 22) (AtbZIP22),TGA3 BZIP22 At1g22070 F2E2.14
Bo8g071310,Inositol-pentakisphosphate 2-kinase (EC 2.7.1.158) (Inositol-13456-pentakisphosphate 2-kinase) (Ins(13456)P5 2-kinase) (AtIPK1) (InsP5 2-kinase),IPK1 At5g42810 MJB21.19
Bo8g071620,Uncharacterized PKHD-type hydroxylase At1g22950 (EC 1.14.11.-),At1g22950 F19G10.24
Bo8g073780,2-phytyl-14-beta-naphthoquinone methyltransferase chloroplastic (EC 2.1.1.329) (Demethylphylloquinone methyltransferase) (Menaquinone biosynthesis methyltransferase ubiE-like protein),MENG At1g23360 F26F24.24
Bo8g075120,Chaperone protein dnaJ 16 (AtDjB16) (AtJ16) (Protein ARG1-LIKE 1) (AtARL1),ATJ16 ARL1 B16 At1g24120 F3I6.4
Bo8g076330,Homeobox-leucine zipper protein ATHB-23 (HD-ZIP protein ATHB-23) (Homeodomain transcription factor ATHB-23),ATHB-23 At1g26960 T2P11.15
Bo8g076830,KDEL-tailed cysteine endopeptidase CEP2 (EC 3.4.22.-),CEP2 At3g48340 T29H11.140
Bo8g076840,KDEL-tailed cysteine endopeptidase CEP3 (EC 3.4.22.-),CEP3 At3g48350 T29H11.130
Bo8g076870,,
Bo8g076890,Protein LAZ1 homolog 2 (Lazarus1 homolog 2),At1g23070 T26J12.15
Bo8g077020,,
Bo8g077130,Nuclear transcription factor Y subunit C-1 (AtNF-YC-1) (Transcriptional activator HAP5A),NFYC1 HAP5A At3g48590 T8P19.100
Bo8g077550,,
Bo8g077630,Pentatricopeptide repeat-containing protein At3g49240 mitochondrial (Protein EMBRYO DEFECTIVE 1796),EMB1796 At3g49240 F2K15.100
Bo8g077810,Ferredoxin--NADP reductase leaf isozyme 1 chloroplastic (EC 1.18.1.2) (Leaf FNR 1) (AtLFNR1) (FNR-1),LFNR1 PETH1 At5g66190 K2A18.27
Bo8g079490,,
Bo8g079670,Uncharacterized acetyltransferase At3g50280 (EC 2.3.1.-),At3g50280 F11C1.120
Bo8g079680,Uncharacterized acetyltransferase At3g50280 (EC 2.3.1.-),At3g50280 F11C1.120
Bo8g080310,AP-3 complex subunit sigma (AP-3 complex subunit sigma-3) (Adaptor-related protein complex 3 subunit sigma) (Sigma-adaptin 3) (Sigma3-adaptin),At3g50860 F18B3.140
Bo8g080340,DNA-3-methyladenine glycosylase 1 (EC 3.2.2.21) (3-methyladenine DNA glycosidase 1) (3MEA DNA glycosylase 1),mag1 SPAPB24D3.04c
Bo8g080380,Lipid phosphate phosphatase epsilon 1 chloroplastic (AtLPPE1) (EC 3.1.3.-) (Phosphatidic acid phosphatase epsilon 1) (Plastidic phosphatidic acid phosphatase epsilon 1),LPPE1 At3g50920 F18B3.200
Bo8g080670,,
Bo8g081130,Dihydroorotate dehydrogenase (quinone) mitochondrial (DHOdehase) (EC 1.3.5.2) (Dihydroorotate oxidase),PYRD At5g23300 MKD15.16
Bo8g081410,,
Bo8g081440,Non-specific lipid-transfer protein 5 (LTP 5),LTP5 At3g51600 F26O13.240
Bo8g081910,,
Bo8g081930,,
Bo8g082000,Protein SMAX1-LIKE 3 (AtSMXL3),SMXL3 At3g52490 F22O6.130
Bo8g082290,Vacuolar-sorting receptor 1 (AtVSR1) (BP80-like protein b) (AtBP80b) (Epidermal growth factor receptor-like protein 1) (AtELP) (AtELP1) (Spot 3 protein),VSR1 BP80B ELP ELP1 At3g52850 F8J2.20
Bo8g082310,G-type lectin S-receptor-like serine/threonine-protein kinase At1g61360 (EC 2.7.11.1),At1g61360 T1F9.15
Bo8g082590,,
Bo8g082700,,
Bo8g082720,,
Bo8g082750,Interactor of constitutive active ROPs 5 (Protein MICROTUBULE DEPLETION DOMAIN 1) (ROP-interactive partner 3),ICR5 MIDD1 RIP3 At3g53350 F4P12.50
Bo8g082910,Protein SODIUM POTASSIUM ROOT DEFECTIVE 3 (NaKR3) (Heavy metal-associated plant protein 4) (AtHPP04),NAKR3 HPP04 At3g53530 F4P12.230
Bo8g082940,protein SLOW GREEN 1 chloroplastic,SG1 At3g18420 MYF24.13
Bo8g082960,Diaminopimelate epimerase chloroplastic (DAP epimerase) (EC 5.1.1.7),DAPF At3g53580 F4P12.280
Bo8g083050,ADP-ribosylation factor GTPase-activating protein AGD7 (ARF GAP AGD7) (Protein ARF-GAP DOMAIN 7) (AtAGD7) (Protein PDE1 SUPPRESSOR 1),AGD7 ASP1 At2g37550 F13M22.5
Bo8g083660,Protein SHI RELATED SEQUENCE 6,SRS6 At3g54430 T12E18.120
Bo8g084910,,
Bo8g087150,Monothiol glutaredoxin-S14 chloroplastic (AtGRXcp) (AtGrxS14) (CAX-interacting protein 1) (CXIP1),GRXS14 CXIP1 GRX5P GRXCP At3g54900 F28P10.120
Bo8g088440,,
Bo8g088450,ABC transporter G family member 18 (ABC transporter ABCG.18) (AtABCG18) (Probable white-brown complex homolog protein 18) (AtWBC18),ABCG18 WBC18 At3g55110 T15C9.110
Bo8g089520,,
Bo8g089730,Triosephosphate isomerase cytosolic (TIM) (Triose-phosphate isomerase) (EC 5.3.1.1),CTIMC At3g55440 T22E16.100
Bo8g090420,Growth-regulating factor 4 (AtGRF4) (Transcription activator GRF4),GRF4 At3g52910 F8J2_80
Bo8g090700,WEB family protein At3g56270,At3g56270 F18O21_230
Bo8g090890,Pre-rRNA-processing protein ESF2 (18S rRNA factor 2),ESF2 CAALFM_C502070CA CaO19.10670 CaO19.3161
Bo8g091050,,
Bo8g091080,Transcription factor MYB80 (Myb-related protein 80) (OsMYB80),MYB80 Os04g0470600 LOC_Os04g39470 OSJNBa0089K21.5
Bo8g091390,Protein STRICTOSIDINE SYNTHASE-LIKE 10 (AtSSL10) (Strictosidine synthase 8) (AtSS8),SSL10 SS8 At3g57030 F24I3.110
Bo8g091730,Putative calcium-transporting ATPase 11 plasma membrane-type (EC 7.2.2.10) (Ca(2+)-ATPase isoform 11),ACA11 At3g57330 F28O9.180
Bo8g092180,Inactive serine/threonine-protein kinase At1g67470,At1g67470 F12B7.2 T1F15.6
Bo8g092200,Non-functional pseudokinase ZED1 (Protein HOPZ-ETI-DEFICIENT 1),ZED1 At3g57750
Bo8g092210,Non-functional pseudokinase ZED1 (Protein HOPZ-ETI-DEFICIENT 1),ZED1 At3g57750
Bo8g092230,Transcription factor bHLH60 (Basic helix-loop-helix protein 60) (AtbHLH60) (bHLH 60) (Transcription factor EN 91) (bHLH transcription factor bHLH060),BHLH60 EN91 At3g57800 F15B8.10 T10K17.10
Bo8g092400,Putative metal tolerance protein C3 (AtMTPc3) (AtMTP8),MTPC3 MTP8 At3g58060 T10K17.270
Bo8g092420,PLASMODESMATA CALLOSE-BINDING PROTEIN 5 (AtPDCB5) (Glucan endo-13-beta-glucosidase-like protein 1),PDCB5 At3g58100 F9D24.10
Bo8g092660,Glutathione S-transferase T3 (AtGSTT3) (EC 2.5.1.18) (GST class-theta member 3) (Glutathione S-transferase 10C),GSTT3 GST10C At5g41220 K1O13.1
Bo8g092850,E3 ubiquitin-protein ligase RDUF2 (EC 2.3.2.27) (RING and DUF1117 domain-containing protein 2) (AtRDUF2) (RING-type E3 ubiquitin transferase RDUF2),DURF2 At5g59550 F2O15.22
Bo8g092950,Probable galacturonosyltransferase 15 (EC 2.4.1.-),GAUT15 At3g58790 T20N10.140
Bo8g093010,Probable pectinesterase/pectinesterase inhibitor 35 [Includes: Pectinesterase inhibitor 35 (Pectin methylesterase inhibitor 35); Pectinesterase 35 (PE 35) (EC 3.1.1.11) (Pectin methylesterase 35) (AtPME35)],PME35 ARATH35 At3g59010 F17J16.60
Bo8g093020,Probable pectinesterase/pectinesterase inhibitor 35 [Includes: Pectinesterase inhibitor 35 (Pectin methylesterase inhibitor 35); Pectinesterase 35 (PE 35) (EC 3.1.1.11) (Pectin methylesterase 35) (AtPME35)],PME35 ARATH35 At3g59010 F17J16.60
Bo8g093190,Uncharacterized protein At3g49140,At3g49140 F2K15.2 T2J13.20
Bo8g094330,TBC1 domain family member 15 (GTPase-activating protein RAB7) (GAP for RAB7) (Rab7-GAP),TBC1D15
Bo8g094570,,
Bo8g094580,,
Bo8g094710,Guanosine nucleotide diphosphate dissociation inhibitor 2 (AtGDI2),GDI2 At3g59920 F24G16.190
Bo8g094960,E3 ubiquitin-protein ligase ATL4 (EC 2.3.2.27) (Protein ARABIDOPSIS TOXICOS EN LEVADURA 4) (Protein ATL4) (RING-H2 finger X1a) (RING-H2 zinc finger protein ATL4) (RING-H2 zinc finger protein RHX1a) (RING-type E3 ubiquitin transferase ATL4),ATL4 RHX1A At3g60220 F27H5_10
Bo8g095220,UPF0481 protein At3g47200,At3g47200 F13I12.250
Bo8g095370,L-Ala-D/L-amino acid epimerase (EC 5.1.1.-) (L-Ala-D/L-Xxx epimerase),POPTR_0012s05040g
Bo8g095470,Transketolase-1 chloroplastic (TK) (EC 2.2.1.1),TKL-1 At3g60750 T4C21_160
Bo8g095480,Transketolase-1 chloroplastic (TK) (EC 2.2.1.1),TKL-1 At3g60750 T4C21_160
Bo8g097440,,
Bo8g097660,Probable polygalacturonase (PG) (EC 3.2.1.15) (Pectinase),GSVIVT00026920001 LOC100243180
Bo8g098180,Small nuclear ribonucleoprotein Sm D2 (Sm-D2) (snRNP core protein D2),SNRPD2
Bo8g098520,Mavicyanin,
Bo8g098530,Probable inactive patatin-like protein 9 (AtPLP9) (Patatin-related phospholipase A IIIdelta) (pPLAIIId) (Phospholipase A IIIB) (AtPLAIIIB),PLP9 At3g63200 F16M2.50
Bo8g098930,F-box/kelch-repeat protein At4g38940,At4g38940 F19H22.40
Bo8g099000,FCS-Like Zinc finger 11,FLZ11 DUF581-8 At2g25690 F3N11.14
Bo8g099330,Naringenin2-oxoglutarate 3-dioxygenase (Naringenin 3-dioxygenase) (EC 1.14.11.9) (F3H) (Flavanone 3-hydroxylase) (Protein TRANSPARENT TESTA 6),F3H TT6 At3g51240 F24M12.280
Bo8g099380,Stromal cell-derived factor 2-like protein (AtSDF2) (SDF2-like protein),SDF2 At2g25110 F13D4.70
Bo8g099490,Carotenoid 910(9'10')-cleavage dioxygenase 1 (EC 1.14.99.n4) (AtCCD1) (Neoxanthin cleavage enzyme NC1) (AtNCED1),CCD1 NC1 NCED1 At3g63520 MAA21_150
Bo8g099500,Carotenoid 910(9'10')-cleavage dioxygenase 1 (EC 1.14.99.n4) (AtCCD1) (Neoxanthin cleavage enzyme NC1) (AtNCED1),CCD1 NC1 NCED1 At3g63520 MAA21_150
Bo8g100360,Methylesterase 2 (AtMES2) (EC 3.1.1.-) (Protein METHYLESTERASE 8) (AtME8),MES2 ACL ME8 At2g23600 F26B6.25
Bo8g100490,Filament-like plant protein 7 (AtFPP7),FPP7 At2g23360 F26B6.1
Bo8g100900,Putative ion channel POLLUX-like 2,At5g43745 MQD19.8
Bo8g101210,Calmodulin-binding transcription activator 3 (AtCAMTA3) (Ethylene-induced calmodulin-binding protein 1) (EICBP1) (Ethylene-induced calmodulin-binding protein a) (EICBP.a) (Protein SAR-DEFICIENT 3) (Signal-responsive protein 1) (AtSR1),CAMTA3 CMTA3 SARD3 SR1 At2g22300 T26C19.4
Bo8g101510,Cinnamyl alcohol dehydrogenase 2 (AtCAD2) (EC 1.1.1.195),CAD2 CAD7 CADE LCAD-E At2g21730 F7D8.5
Bo8g102360,Serine/threonine-protein kinase 38 (EC 2.7.11.1) (NDR1 protein kinase) (Nuclear Dbf2-related kinase 1),STK38 NDR1
Bo8g102450,NEDD8-activating enzyme E1 regulatory subunit AXR1 (Auxin-resistance protein AXR1) (Protein AUXIN-RESISTANT 1),AXR1 At1g05180 YUP8H12.21
Bo8g102610,60S ribosomal protein L28-1,RPL28A At2g19730 F6F22.24
Bo8g102720,Uncharacterized protein At1g01500,At1g01500 F22L4.17
Bo8g102810,Pathogenesis-related protein 5 (PR-5),At1g75040 F9E10.11
Bo8g104140,,
Bo8g104210,Transcription factor MYB106 (Myb-related protein 106) (AtMYB106) (Transcription factor NOEK),MYB106 NOK At3g01140 T4P13.17
Bo8g104320,,
Bo8g104560,12-oxophytodienoate reductase 2 (EC 1.3.1.42) (12-oxophytodienoate-1011-reductase 2) (AtOPR2) (OPDA-reductase 2) (45-didehydrojasmonate reductase) (EC 1.3.1.-),OPR2 At1g76690 F28O16.6
Bo8g104760,Histidinol dehydrogenase chloroplastic (HDH) (EC 1.1.1.23),HDH
Bo8g104780,Disease resistance protein CHS1 (Protein CHILLING SENSITIVE 1),CHS1 At1g17610 F1L3.31
Bo8g105120,60S ribosomal protein L18a-like protein,At1g29970 T1P2.8
Bo8g105470,,
Bo8g106120,,
Bo8g106310,,
Bo8g106390,Protein PLANT CADMIUM RESISTANCE 2 (AtPCR2),PCR2 At1g14870 F10B6.27
Bo8g106410,,
Bo8g106780,,
Bo8g106870,,
Bo8g107100,Probable diphthine methyl ester synthase (EC 2.1.1.314) (Diphthamide biosynthesis methyltransferase),At4g31790 F28M20.20
Bo8g107300,Probable 6-phosphogluconolactonase 1 (6PGL1) (EC 3.1.1.31),PGL1 At1g13700 F21F23.14
Bo8g107480,Nucleolin 1 (Protein NUCLEOLIN LIKE 1) (AtNUC-L1) (Protein PARALLEL 1) (AtPARL1),NUCL1 PARL1 At1g48920 F27K7.6
Bo8g107620,Glycosyl hydrolase 5 family protein (EC 3.2.1.-) (allergen Cha o 3),
Bo8g107660,FBD-associated F-box protein At5g27750,At5g27750 T1G16.80
Bo8g107760,,
Bo8g107880,Glyceraldehyde-3-phosphate dehydrogenase GAPA2 chloroplastic (EC 1.2.1.13) (NADP-dependent glyceraldehydephosphate dehydrogenase A subunit 2),GAPA2 At1g12900 F13K23.15
Bo8g108410,Protein NRT1/ PTR FAMILY 6.3 (AtNPF6.3) (Nitrate transporter 1.1) (AtNRT1) (Nitrate/chlorate transporter) (Protein CHLORINA 1),NPF6.3 CHL1 NRT1 NRT1.1 At1g12110 F12F1.1 T28K15_13
Bo8g108500,Pyrophosphate--fructose 6-phosphate 1-phosphotransferase subunit beta 1 (PFP 1) (EC 2.7.1.90) (6-phosphofructokinase pyrophosphate dependent 1) (PPi-PFK 1) (Pyrophosphate-dependent 6-phosphofructose-1-kinase 1),PFP-BETA1 At1g12000 F12F1.13
