Gene,Description,BLAST_hit
Bo5g023560,Glutathione S-transferase U25 (AtGSTU25) (EC 2.5.1.18) (GST class-tau member 25),GSTU25 At1g17180 F20D23.12A
Bo5g025210,Thaumatin-like protein,At1g18250 T10O22.21
Bo5g027850,Myosin-17 (Myosin XI K) (AtXIK),XI-K XIK At5g20490 F7C8.80
Bo5g030330,4-coumarate--CoA ligase-like 4 (EC 6.2.1.-),4CLL4 At1g20500 F5M15.18
Bo5g030790,Armadillo repeat-containing protein LFR (Protein LEAF AND FLOWER RELATED),LFR At3g22990 MXC7.2
Bo5g030880,Mediator of RNA polymerase II transcription subunit 15a,MED15A MED15_2 At1g15780 F7H2.12
Bo5g034220,Extensin-3 (AtExt3) (AtExt5) (Extensin-3/5) (Protein ROOT-SHOOT-HYPOCOTYL-DEFECTIVE),EXT3 EXT3/5 EXT5 RSH At1g21310 F16F4.4
Bo5g034370,Bidirectional sugar transporter SWEET1 (AtSWEET1) (Protein SUGARS WILL EVENTUALLY BE EXPORTED TRANSPORTERS 1),SWEET1 At1g21460 F24J8.9
Bo5g034520,Sugar transporter ERD6-like 6,At1g75220 F22H5.6
Bo5g034930,,
Bo5g034970,Abscisic acid receptor PYL9 (ABI1-binding protein 4) (PYR1-like protein 9) (Regulatory components of ABA receptor 1),PYL9 RCAR1 At1g01360 F6F3.16
Bo5g035250,Agamous-like MADS-box protein AGL104,AGL104 At1g22130 F2E2.20
Bo5g038520,Alcohol dehydrogenase-like 1 (EC 1.1.1.1),At1g22430 F12K8.22
Bo5g038690,Agamous-like MADS-box protein AGL80,AGL80 FEM111 At5g48670 K15N18.16
Bo5g038910,Cytochrome c,
Bo5g039080,,
Bo5g039100,Proteasome subunit beta type-3-A (EC 3.4.25.1) (20S proteasome beta subunit C-1) (Proteasome component T),PBC1 PRCT At1g21720 F8K7.15
Bo5g039260,10 kDa chaperonin mitochondrial (Chaperonin 10) (CPN10) (Protein groES),CPN10 At1g14980 T15D22.2
Bo5g039820,,
Bo5g041460,Glutathione S-transferase U13 (AtGSTU13) (EC 2.5.1.18) (GST class-tau member 13) (Glutathione S-transferase 12),GSTU13 GST12 At1g27130 T7N9.190
Bo5g043220,L-xylulose reductase (XR) (EC 1.1.1.10) (Dicarbonyl/L-xylulose reductase) (DCXR) (Short-chain dehydrogenase 21),dhs-21 R11D1.11
Bo5g043640,THO complex subunit 2 (AtTHO2) (Protein EMBRYO DEFECTIVE 2793),THO2 EMB2793 At1g24706 F5A9.21/F5A9.22
Bo5g045270,Peptidyl-prolyl cis-trans isomerase CYP23 (PPIase CYP23) (EC 5.2.1.8) (Cyclophilin of 23 kDa) (Cyclophilin-23),CYP23 CYP23-1 At1g26940 T2P11.13
Bo5g045280,Transcription factor PRE6 (Basic helix-loop-helix protein 163) (AtbHLH163) (bHLH 163) (Protein KIDARI) (Protein PACLOBUTRAZOL RESISTANCE 6) (bHLH transcription factor bHLH163),PRE6 BHLH163 KDR At1g26945 T2P11
Bo5g048960,Putative glucose-6-phosphate 1-epimerase (EC 5.1.3.15) (Putative D-hexose-6-phosphate mutarotase) (Putative apospory-associated protein C),
Bo5g049090,,
Bo5g049270,Ribosome-binding ATPase YchF,ychF engD PM0163
Bo5g049550,Probable dual-specificity RNA methyltransferase RlmN (EC 2.1.1.192) (23S rRNA (adenine(2503)-C(2))-methyltransferase) (23S rRNA m2A2503 methyltransferase) (Ribosomal RNA large subunit methyltransferase N) (tRNA (adenine(37)-C(2))-methyltransferase) (tRNA m2A37 methyltransferase),rlmN tll2425
Bo5g051800,Protein NUCLEAR FUSION DEFECTIVE 2,NFD2 At1g24450 F21J9.11
Bo5g052450,,
Bo5g053500,UPF0426 protein At1g28150 chloroplastic,At1g28150 F13K9.24 F3H9.19
Bo5g054560,,
Bo5g054590,Splicing factor U2af small subunit A (U2 auxiliary factor 35 kDa subunit A) (U2 small nuclear ribonucleoprotein auxiliary factor small subunit A) (U2 snRNP auxiliary factor small subunit A) (Zinc finger CCCH domain-containing protein 8) (AtC3H8),U2AF35A AUSA At1g27650 T17H3.14 T22C5.10
Bo5g057300,Apoptosis inhibitor 5-like protein API5 (Protein APOPTOSIS INHIBITOR 5),API5 Os02g0313400 LOC_Os02g20930 OsJ_06432 P0705A04.11
Bo5g058510,Uncharacterized protein At2g34160,At2g34160 T14G11.28
Bo5g058580,,
Bo5g062670,CBL-interacting serine/threonine-protein kinase 23 (EC 2.7.11.1) (Protein LOW-K(+)-SENSITIVE 1) (SNF1-related kinase 3.23) (SOS2-like protein kinase PKS17),CIPK23 LKS1 PKS17 SnRK3.23 At1g30270 F12P21.6
Bo5g062720,Nucleolin 1 (Protein NUCLEOLIN LIKE 1) (AtNUC-L1) (Protein PARALLEL 1) (AtPARL1),NUCL1 PARL1 At1g48920 F27K7.6
Bo5g062920,,
Bo5g064300,Patellin-4,PATL4 At1g30690 T5I8.14
Bo5g068230,Probable polyamine transporter At1g31820,At1g31820 F5M6.17
Bo5g069450,Ethylene-responsive transcription factor ERF055,ERF055 At1g36060 F5J5.5 T22A15.2
Bo5g071170,Gamma carbonic anhydrase 2 mitochondrial (AtCA2) (GAMMA CA2) (EC 4.2.1.-) (Transcription factor APFI),GAMMACA2 APFI At1g47260 F8G22.2
Bo5g072440,,
Bo5g072730,Putative DNA-binding protein At1g48610 (AT-hook DNA-binding motif-containing protein At1g48610),At1g48610 T1N15.24
Bo5g075130,,
Bo5g077530,Telomere repeat-binding factor 1 (AtTRB1) (MYB transcription factor),TRB1 At1g49950 F2J10.16
Bo5g078660,Serine/threonine-protein kinase TIO (EC 2.7.11.1) (Fused homolog) (AtFUSED) (Protein TWO-IN-ONE) (AtTIO),TIO FU At1g50240 F14I3.15
Bo5g079930,,
Bo5g080050,Beta-glucuronosyltransferase GlcAT14C (EC 2.4.1.-) (GT14 family glucuronic acid transferase 3) (AtGlcAT14C),GLCAT14C At2g37585
Bo5g080160,,
Bo5g081350,FBD-associated F-box protein At5g38590,At5g38590 MBB18.14
Bo5g082740,Chlorophyll a-b binding protein CP29.1 chloroplastic (LHCB4.1) (LHCII protein 4.1),LHCB4.1 At5g01530 F7A7_50
Bo5g085150,,
Bo5g085400,Transmembrane protein 18,tmem18 zgc:101011
Bo5g085420,NAC domain-containing protein 17 (ANAC017) (Protein NTM1-like 7) (Protein REGULATORS OF AOX1A 2),NAC017 NTL7 RAO2 At1g34190 F23M19.13
Bo5g088260,,
Bo5g088360,,
Bo5g090480,,
Bo5g096890,,
Bo5g098120,40S ribosomal protein S10 mitochondrial,RPS10 At3g22300 MCB17.2
Bo5g098550,Ras-related protein RABA5a (AtRABA5a),RABA5A At5g47520 MNJ7.11
Bo5g098690,UDP-glycosyltransferase 71B6 (EC 2.4.1.-) (Abscisic acid glycosyltransferase),UGT71B6 At3g21780 MSD21.11 MSD21.9
Bo5g098830,ETO1-like protein 2 (Ethylene overproducer 1-like protein 2),EOL2 At5g58550 MQJ2 MZN1.1
Bo5g101020,,
Bo5g103440,,
Bo5g103680,,
Bo5g109740,,
Bo5g111210,,
Bo5g113530,,
Bo5g114060,LYR motif-containing protein At3g19508,At3g19508 MLD14
Bo5g116750,,
Bo5g116770,Probable 2-oxoglutarate-dependent dioxygenase At3g111800 (EC 1.14.11.-),At3g11180 F11B9.11 F9F8.3
Bo5g116920,,
Bo5g118810,Putative F-box protein At2g02030,At2g02030 F14H20.10
Bo5g122600,Purple acid phosphatase 17 (EC 3.1.3.2) (Acid phosphatase type 5) (Peroxidase) (EC 1.11.1.7),PAP17 ACP5 At3g17790 MEB5.10
Bo5g122700,F-box protein At3g17710,At3g17710 MKP6.29
Bo5g126080,Phosphoglucomutase/phosphomannomutase (PGM/PMM) (EC 5.4.2.2) (EC 5.4.2.8),TK1108 Tko1621
Bo5g127640,,
Bo5g127680,,
Bo5g127740,,
Bo5g128830,,
Bo5g128910,Bidirectional sugar transporter SWEET2 (AtSWEET2) (Protein SUGARS WILL EVENTUALLY BE EXPORTED TRANSPORTERS 2),SWEET2 At3g14770 T21E2.2
Bo5g131580,,
Bo5g132000,Protein ROOT HAIR DEFECTIVE 3 (EC 3.6.5.-) (Protein FRAGILE FIBER 4) (Protein SEY1 homolog 1),RHD3 FRA4 At3g13870 MCP4.11
Bo5g133140,E3 ubiquitin-protein ligase RGLG4 (EC 2.3.2.27) (RING domain ligase 4),RGLG4 At1g79380 T8K14.20
Bo5g133430,Cysteine proteinase inhibitor 6 (AtCYS-6) (PIP-M) (PRLI-interacting factor M),CYS6 At3g12490 MQC3.31 T2E22.19
Bo5g133600,Chaperone protein dnaJ 6 (AtDjC6) (AtJ6),ATJ6 C6 J6 At5g06910 MOJ9.8
Bo5g135140,,
Bo5g136640,UDP-glycosyltransferase 76B1 (EC 2.4.1.-),UGT76B1 At3g11340 F11B9.23 F24K9.1
Bo5g137050,,
Bo5g137710,Probable calcium-binding protein CML36 (Calmodulin-like protein 36),CML36 At3g10190 F14P13.21
Bo5g139770,F-box/kelch-repeat protein At5g51250,At5g51250 MWD22.20
Bo5g139780,DNA topoisomerase 2 (EC 5.6.2.3) (DNA topoisomerase II),TOP2 At3g23890 F14O13.7
Bo5g139790,,
Bo5g140040,Glycine-rich RNA-binding protein 3 mitochondrial (AtGR-RBP3) (AtRBG3) (Mitochondrial RNA-binding protein 2a) (At-mRBP2a) (Organelle RRM domain-containing protein 3),RBG3 GR-RBP3 MRBP2A ORRM3 At5g61030 MAF19_30
Bo5g140180,Thymidine kinase a (AtTK1a) (EC 2.7.1.21),TK1A At3g07800 F17A17.14 MLP3.25
Bo5g141570,Auxin-induced in root cultures protein 12,AIR12 At3g07390 F21O3_10
Bo5g143020,Putative F-box/kelch-repeat protein At5g03000,At5g03000 F15A17.30
Bo5g143040,,
Bo5g143360,Protein SINE3,SINE3 At3g06600 F5E6.7
Bo5g145350,Protein RALF-like 22,RALFL22 At3g05490 F22F7.6
Bo5g146750,Probable serine/threonine-protein kinase At1g54610 (EC 2.7.11.1),At1g54610 T22H22.5
Bo5g148060,,
Bo5g150030,Endoribonuclease Dicer homolog 2 (EC 3.1.26.-) (Dicer-like protein 2) (AtDCL2),At3g03300 T17B22.1
Bo5g150040,Endoribonuclease Dicer homolog 2 (EC 3.1.26.-) (Dicer-like protein 2) (AtDCL2),At3g03300 T17B22.1
Bo5g150180,Glutathione S-transferase F11 (AtGSTF11) (EC 2.5.1.18) (AtGSTF6) (GST class-phi) (GST class-phi member 11),GSTF11 GSTF6 At3g03190 T17B22.12
Bo5g153950,Transcription factor GTE11 (BROMODOMAIN AND EXTRATERMINAL DOMAIN PROTEIN 10) (AtBET10) (Bromodomain-containing protein GTE11) (Protein GLOBAL TRANSCRIPTION FACTOR GROUP E11),GTE11 BET10 At3g01770 F28J7.10 F4P13.32
Bo6g002140,AAA-ATPase At1g43910 (EC 3.6.1.3),At1g43910 F9C16.7
Bo6g002180,Protein STAY-GREEN LIKE chloroplastic,SGRL At1g44000 F9C16.20
Bo6g006930,Probable E3 ubiquitin-protein ligase RHG1A (EC 2.3.2.27) (RING-H2 finger G1a) (RING-H2 zinc finger protein RHG1a) (RING-type E3 ubiquitin transferase RHG1A),RHG1A At5g42940 MBD2.14
Bo6g008240,Cyclin-A3-2 (G2/mitotic-specific cyclin-A3-2) (CycA3;2),CYCA3-2 At1g47210 F2G19.30 F8G22.8
Bo6g010910,Polygalacturonase At1g48100 (PG) (EC 3.2.1.15) (Pectinase At1g48100),At1g48100 F21D18.17 F21D18.18
Bo6g010960,Signal recognition particle 19 kDa protein (SRP19),SRP19 At1g48160 F21D18.11
Bo6g011000,Putative peroxisomal acyl-coenzyme A oxidase 1.2 (EC 1.3.3.6),ACX1.2 At2g35690 T20F21.12
Bo6g011040,tRNA-specific adenosine deaminase TAD2 (AtTAD2) (EC 3.5.4.33) (Protein EMBRYO DEFECTIVE 2191) (tRNA-specific adenosine-34 deaminase TAD2),TAD2 EMB2191 At1g48175 F21D18.9
Bo6g011100,CBL-interacting serine/threonine-protein kinase 17 (EC 2.7.11.1) (SNF1-related kinase 3.21) (SOS2-like protein kinase PKS20),CIPK17 PKS20 SnRK3.21 At1g48260 F11A17.18 F21D18.2
Bo6g018030,,
Bo6g018750,F-box protein At1g49990,At1g49990 F2J10.12
Bo6g018780,,
Bo6g024700,Lon protease homolog 4 chloroplastic/mitochondrial (AtLon4) (EC 3.4.21.53),LON4 At3g05790 F10A16.8
Bo6g026020,ABC transporter G family member 13 (ABC transporter ABCG.13) (AtABCG13) (White-brown complex homolog protein 13) (AtWBC13),ABCG13 WBC13 At1g51460 F5D21.8
Bo6g027550,,
Bo6g028090,Beta-D-glucopyranosyl abscisate beta-glucosidase (EC 3.2.1.175) (Beta-glucosidase 1) (AtBG1) (Beta-glucosidase 18) (AtBGLU18) (Beta-glucosidase homolog 1),BGLU18 BG1 BGL1 At1g52400 F19K6.15
Bo6g029330,,
Bo6g031190,,
Bo6g031260,Protein BRI1-5 ENHANCED 1 (EC 1.1.1.-),BEN1 At2g45400 F4L23.9
Bo6g031440,,
Bo6g035890,Serine acetyltransferase 1 chloroplastic (AtSAT-1) (EC 2.3.1.30) (AtSERAT2;1) (SAT-p),SAT1 SAT5 At1g55920 F14J16.18
Bo6g036010,Nuclear transcription factor Y subunit C-2 (AtNF-YC-2) (Transcriptional activator HAP5B),NFYC2 HAP5B At1g56170 F14G9.21 T6H22.3
Bo6g037220,,
Bo6g037230,,
Bo6g038300,Glycine-rich RNA-binding protein 10,GRP10
Bo6g039670,,
Bo6g039930,Jacalin-related lectin 42,JAL42 At5g35950 MEE13.5
Bo6g040000,,
Bo6g042420,RWD domain-containing protein 1 (DRG family-regulatory protein 2) (IH1),Rwdd1 Dfrp2
Bo6g043660,,
Bo6g043860,,
Bo6g044040,Probable protein phosphatase 2C 10 (AtPP2C10) (EC 3.1.3.16),At1g34750 F21H2.4
Bo6g044190,,
Bo6g044280,Probable arabinosyltransferase ARAD1 (EC 2.4.2.-) (Arabinan alpha-15-arabinosyltransferase) (L-Arabinosyltransferase) (Protein ARABINAN DEFICIENT 1),ARAD1 At2g35100 T4C15
Bo6g048240,,
Bo6g048250,Cysteine-rich receptor-like protein kinase 11 (Cysteine-rich RLK11) (EC 2.7.11.-) (Receptor-like protein kinase 3),CRK11 RLK3 At4g23190 F21P8.80
Bo6g049280,Probable folate-biopterin transporter 3,At1g79710 F19K16.31 F20B17.13
Bo6g049500,DEAD-box ATP-dependent RNA helicase 7 (EC 3.6.4.13),RH7 PRH75 At5g62190 MMI9.2
Bo6g049530,Actin-2,ACT2 AC2 RAC2
Bo6g050740,Putative ubiquitin-conjugating enzyme E2 38 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme 38) (Ubiquitin carrier protein 38),UBC38 At1g53020 F14G24.30 F8L10
Bo6g050750,,
Bo6g050990,Polyadenylate-binding protein-interacting protein 3 (PABP-interacting protein 3) (Poly(A)-binding protein-interacting protein 3) (PAM2-containing protein CID3) (Protein CTC-INTERACTING DOMAIN 3),CID3 At1g54170 F15I1.27
Bo6g051010,,
Bo6g051020,Dihydrolipoyllysine-residue acetyltransferase component 3 of pyruvate dehydrogenase complex mitochondrial (EC 2.3.1.12) (Dihydrolipoamide S-acetyltransferase component 3 of pyruvate dehydrogenase complex) (Pyruvate dehydrogenase complex component E2 3) (PDC-E2 3) (PDCE2 3),At1g54220 F20D21.4
Bo6g051350,Chaperonin 60 subunit beta 1 chloroplastic (CPN-60 beta 1) (60 kDa chaperonin subunit beta 1) (RuBisCO large subunit-binding protein subunit beta chloroplastic),CPN60B1 Cpn60-B(3) LEN1 At1g55490 T5A14.11
Bo6g052640,40S ribosomal protein S14-1,RPS14A At2g36160 F9C22.9
Bo6g054830,,
Bo6g057690,Protein C2-DOMAIN ABA-RELATED 1,CAR1 At5g37740 K12B20.22
Bo6g058810,,
Bo6g064220,U-box domain-containing protein 32 (EC 2.3.2.27) (Plant U-box protein 32) (RING-type E3 ubiquitin transferase PUB32),PUB32 At3g49060 T2J13.100
Bo6g064380,WAT1-related protein At5g40240,At5g40240 MSN9.140
Bo6g064780,Sister chromatid cohesion 1 protein 2 (SCC1 homolog 2) (AtRAD21-1),SYN2 At5g40840 MHK7.7
Bo6g067330,Aquaporin PIP2-1 (Plasma membrane intrinsic protein 2-1) (AtPIP2;1) (Plasma membrane intrinsic protein 2a) (PIP2a),PIP2-1 PIP2A At3g53420 F4P12.120
Bo6g067480,Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex 1 mitochondrial (EC 2.3.1.61) (2-oxoglutarate dehydrogenase complex component E2-1) (OGDC-E2-1) (Dihydrolipoamide succinyltransferase component of 2-oxoglutarate dehydrogenase complex 1) (E2K-1),At5g55070 MCO15.2
Bo6g067650,Actin-1,ACT1 AAC1 At2g37620 F13M22.12
Bo6g067740,,
Bo6g067810,Cytosolic sulfotransferase 1 (AtSOT1) (EC 2.8.2.-),SOT1 At5g43690 MQD19.2
Bo6g067820,,
Bo6g067880,Acyl-CoA-binding domain-containing protein 5 (Acyl-CoA binding protein 5),ACBP5 At5g27630 F15A18.90
Bo6g068300,Probable aquaporin PIP2-5 (Plasma membrane intrinsic protein 2-5) (AtPIP2;5) (Plasma membrane intrinsic protein 2d) (PIP2d),PIP2-5 PIP2D At3g54820 F28P10.200
Bo6g068310,Probable aquaporin PIP2-5 (Plasma membrane intrinsic protein 2-5) (AtPIP2;5) (Plasma membrane intrinsic protein 2d) (PIP2d),PIP2-5 PIP2D At3g54820 F28P10.200
Bo6g068320,DNL-type zinc finger protein (mtHsp70-escort protein),dnlz
Bo6g069660,AT-hook motif nuclear-localized protein 15 (AT-hook protein of GA feedback 2),AHL15 AGF2 At3g55560 T22E16.220
Bo6g071070,ABC transporter A family member 11 (ABC transporter ABCA.11) (AtABCA11) (Putative ABC2 homolog 15),ABCA11 ATH15 At5g61690 K11J9.22
Bo6g072380,ABSCISIC ACID-INSENSITIVE 5-like protein 2 (ABA-responsive element-binding protein 3) (Dc3 promoter-binding factor 3) (AtDPBF3) (bZIP transcription factor 66) (AtbZIP66),DPBF3 AREB3 BZIP66 At3g56850 T8M16_180
Bo6g072670,Calcium-dependent protein kinase 21 (EC 2.7.11.1),CPK21 At4g04720 T4B21.13
Bo6g073210,ATPase 3 plasma membrane-type (EC 7.1.2.1) (Proton pump 3),AHA3 At5g57350 MJB24.16
Bo6g074360,Scarecrow-like protein 27 (AtSCL27) (GRAS family protein 14) (AtGRAS-14),SCL27 At2g45160 T14P1.3
Bo6g074810,MATH domain and coiled-coil domain-containing protein At3g58440 (RTM3-like protein At3g58440),At3g58440 F14P22.30
Bo6g076230,F-box/LRR-repeat protein At3g59210,At3g59210 F25L23.70
Bo6g076470,Protein FAR1-RELATED SEQUENCE 5,FRS5 At4g38180 F20D10.300
Bo6g076900,,
Bo6g076980,UPF0481 protein At3g47200,At3g47200 F13I12.250
Bo6g076990,,
Bo6g077370,Protein LITTLE ZIPPER 2,ZPR2 At3g60890 T4C21.300
Bo6g077450,F-box/LRR-repeat protein At3g60040,At3g60040 T2O9.20
Bo6g077490,Shaggy-related protein kinase beta (EC 2.7.11.1) (ASK-beta),ASK2 At3g61160 T20K12.60
Bo6g077810,Reticulon-like protein B6 (AtRTNLB6),RTNLB6 At3g61560 F2A19.160
Bo6g079690,,
Bo6g080360,Cyclin-A2-4 (G2/mitotic-specific cyclin-A2-4) (CycA2;4),CYCA2-4 At1g80370 F5I6.12
Bo6g081180,,
Bo6g081380,Alpha-aminoadipic semialdehyde synthase (cAt-LKR/SDH) (LKR/SDH) [Includes: Lysine ketoglutarate reductase (LKR) (EC 1.5.1.8); Saccharopine dehydrogenase (EC 1.5.1.9) (cAt-SDH) (SDH)],LKR/SDH LKR SDH At4g33150 F4I10.80
Bo6g083600,,
Bo6g083700,,
Bo6g084780,Protein MIZU-KUSSEI 1,MIZ1 At2g41660 T32G6.18
Bo6g087300,60S ribosomal protein L6-2,RPL6B At1g74060 F2P9.7
Bo6g087910,Reactive Intermediate Deaminase A chloroplastic (EC 3.5.99.10) (2-iminobutanoate/2-iminopropanoate deaminase),RIDA At3g20390 MQC12.15
Bo6g087920,Basic transcription factor 3 (AtBTF3) (Nascent polypeptide-associated complex subunit beta),BTF3 At1g17880 F2H15.11
Bo6g092570,Transcription factor bHLH96 (Basic helix-loop-helix protein 96) (AtbHLH96) (bHLH 96) (Transcription factor EN 15) (bHLH transcription factor bHLH096),BHLH96 EN15 At1g72210 T9N14.4
Bo6g094120,Agamous-like MADS-box protein AGL12 (Protein XAANTAL 1),AGL12 XAL1 At1g71692 F14O23.5 F26A9.6
Bo6g094430,Ethylene-responsive transcription factor ERF070,ERF070 At1g71130 F23N20.12
Bo6g094540,Protein C2-DOMAIN ABA-RELATED 9,CAR9 At1g70790 F15H11.4 F5A18.3
Bo6g095090,,
Bo6g098420,Conserved oligomeric Golgi complex subunit 5 (COG complex subunit 5) (13S Golgi transport complex 90 kDa subunit) (GTC-90) (Component of oligomeric Golgi complex 5) (Golgi transport complex 1),COG5 GOLTC1 GTC90
Bo6g098610,DENN domain and WD repeat-containing protein SCD1 (Protein STOMATAL CYTOKINESIS DEFECTIVE 1),SCD1 At1g49040 F27J15.16/F27J15.17
Bo6g099480,Probable metal-nicotianamine transporter YSL7 (Protein YELLOW STRIPE LIKE 7) (AtYSL7),YSL7 At1g65730 F1E22.10
Bo6g099640,Exosome complex component CSL4 (Exosome component 1),EXOSC1 CSL4 CGI-108
Bo6g099670,,
Bo6g099860,T-complex protein 1 subunit alpha (TCP-1-alpha) (CCT-alpha) (Chaperonin CCT1),CCT1 At3g20050 MAL21.5
Bo6g101070,Paraxanthine methyltransferase 1 (EC 2.1.1.-) (SABATH methyltransferase PXMT1),PXMT1 At1g66700 F4N21.16
Bo6g101240,Protein DETOXIFICATION 7 (AtDTX7) (Multidrug and toxic compound extrusion protein 7) (MATE protein 7),DTX7 At1g64820 F13O11.12
Bo6g102380,Alpha/beta hydrolase domain-containing protein 17A (Abhydrolase domain-containing protein 17A) (EC 3.1.2.22),ABHD17A C19orf27 FAM108A1
Bo6g103450,LEAF RUST 10 DISEASE-RESISTANCE LOCUS RECEPTOR-LIKE PROTEIN KINASE-like 2.5 (EC 2.7.11.1) (Probable receptor-like serine/threonine-protein kinase LRK10L-2.5),LRK10L-2.5 At1g66910 T4O24.8
Bo6g103750,,
Bo6g103820,60S ribosomal protein L17-2,RPL17B At1g67430 T1F15.11
Bo6g104080,,
Bo6g105170,,
Bo6g106340,F-box/kelch-repeat protein At1g24800,At1g24800 F5A9.18
Bo6g106980,Tetraketide alpha-pyrone reductase 2 (EC 1.1.1.-) (Protein CINNAMOYL-COA REDUCTASE-LIKE 6),TKPR2 CCRL6 At1g68540 T26J14.11
Bo6g107030,,
Bo6g108630,Protein CRABS CLAW,CRC At1g69180 F23O10.23 F4N2.14
Bo6g108740,PLASMODESMATA CALLOSE-BINDING PROTEIN 4 (AtPDCB4),PDCB4 At1g69295 F23O10.12
Bo6g109000,Methyltransferase-like protein 7A (EC 2.1.1.-) (Protein AAM-B),METTL7A PRO0066 UNQ1902/PRO4348
Bo6g109040,Expansin-A1 (AtEXPA1) (Alpha-expansin-1) (At-EXP1) (AtEx1) (Ath-ExpAlpha-1.2),EXPA1 EXP1 At1g69530 F10D13_18
Bo6g109240,E3 ubiquitin-protein ligase SINA-like 2 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase SINA-like 2) (Seven in absentia-like protein 2),At1g66620 T12I7.7
Bo6g110480,,
Bo6g110490,Protein NRT1/ PTR FAMILY 2.13 (AtNPF2.13) (Nitrate transporter 1.7),NPF2.13 NRT1.7 At1g69870 T17F3.10
Bo6g110510,Thioredoxin H8 (AtTrxh8),TRX8 At1g69880 T17F3.9
Bo6g110840,Metalloendoproteinase 2-MMP (At2-MMP) (EC 3.4.24.-),2MMP MMP At1g70170 F20P5.11
Bo6g111090,ADP-ribosylation factor 2-A (AtARF2),ARF2-A ARFA1-A ARFA2-A At1g23490 F28C11.12 F5O8.5
Bo6g112140,,
Bo6g112230,,
Bo6g112380,Uncharacterized protein At4g22758,At4g22758 T12H17.150
Bo6g112650,Uncharacterized protein At1g66480,At1g66480 F28G11.8
Bo6g112660,U-box domain-containing protein 11 (EC 2.3.2.27) (Plant U-box protein 11) (RING-type E3 ubiquitin transferase PUB11),PUB11 At1g23030 F10G19.3
Bo6g112800,tRNA-dihydrouridine(20/20a) synthase (EC 1.3.1.-) (EC 1.3.1.91) (U20-specific dihydrouridine synthase) (U20-specific Dus) (tRNA-dihydrouridine synthase A),dusA SF4156 S3574
Bo6g112960,Receptor-like protein 11 (AtRLP11),RLP11 At1g71390 F26A9.23 F3I17.31
Bo6g113090,Glucuronoxylan 4-O-methyltransferase 3 (EC 2.1.1.112),GXM3 At1g33800 F14M2.8
Bo6g113240,,
Bo6g114600,,
Bo6g116630,Protein BRI1-5 ENHANCED 1 (EC 1.1.1.-),BEN1 At2g45400 F4L23.9
Bo6g116810,Casein kinase II subunit alpha-2 (CK II) (EC 2.7.11.1) (Casein kinase alpha 2) (AtCKA2),CKA2 At3g50000 F3A4.80
Bo6g117880,Thaumatin-like protein,At1g18250 T10O22.21
Bo6g117890,Probable calcium-binding protein CML26 (Calmodulin-like protein 26),CML26 At1g73630 F25P22.4
Bo6g118380,Cytosolic sulfotransferase 16 (AtSOT16) (EC 2.8.2.24) (Aromatic desulfoglucosinolate sulfotransferase) (Desulfoglucosinolate sulfotransferase A) (AtST5a) (Protein CORONATINE INDUCED 7),SOT16 CORI-7 ST5A At1g74100 F2P9.3
Bo6g118730,Transcription factor MYB41 (Myb-related protein 41) (AtMYB41),MYB41 At4g28110 T13J8.220
Bo6g119410,Protein ELF4-LIKE 4,EFL4 ELF4-L4 At1g17455 F1L3.15 F28G4.6
Bo6g119420,Isoflavone reductase homolog P3 (EC 1.3.1.-),At1g75280 F22H5.17
Bo6g119760,Probable LRR receptor-like serine/threonine-protein kinase At4g36180 (EC 2.7.11.1),At4g36180 F23E13.70
Bo6g120020,,
Bo6g121510,Probable eukaryotic translation initiation factor 5-2 (eIF-5 2),At1g77840 F28K19.5 T32E8.15
Bo6g123810,Organic cation/carnitine transporter 2 (AtOCT2),OCT2 2-Oct At1g79360 YUP8H12R.2
Bo6g123820,E3 ubiquitin-protein ligase RGLG4 (EC 2.3.2.27) (RING domain ligase 4),RGLG4 At1g79380 T8K14.20
Bo6g125830,Glyoxylate/hydroxypyruvate reductase A HPR2 (EC 1.1.1.79) (EC 1.1.1.81) (NAD(P)H-dependent hydroxypyruvate reductase 2) (AtHPR2) (HPR 2),HPR2 At1g79870 F19K16.17
Bo7g002040,,
Bo7g003140,LanC-like protein GCL2 (G protein-coupled receptor 2-like protein 2) (Protein GCR2-like 2),GCL2 At2g20770 F5H14.26
Bo7g003160,Expansin-B1 (At-EXPB1) (AtEXPB1) (Ath-ExpBeta-1.5) (Beta-expansin-1),EXPB1 At2g20750 F5H14.28
Bo7g003450,,
Bo7g005330,F-box/kelch-repeat protein At1g24800,At1g24800 F5A9.18
Bo7g005530,60S ribosomal protein L31-1,RPL31A At2g19740 F6F22.23
Bo7g005600,Probable protein arginine N-methyltransferase 1.2 (AtPRMT12) (EC 2.1.1.-),PRMT12 PRMT1.2 PRMT1A At2g19670 F6F22.30
Bo7g005610,,
Bo7g006080,60S ribosomal protein L14-1,RPL14A At2g20450 T13C7.4
Bo7g007190,,
