Gene,Description,BLAST_hit
Bo8g081930,,
Bo8g082000,Protein SMAX1-LIKE 3 (AtSMXL3),SMXL3 At3g52490 F22O6.130
Bo8g082070,40S ribosomal protein S14-2,RPS14B At3g11510 F24K9.19
Bo8g082210,TPR repeat-containing thioredoxin TDX (HSP70-interacting protein 2) (AtHIP2) (Tetratricoredoxin) (AtTDX),TDX At3g17880/At3g17870 MEB5.10/MEB5.9
Bo8g082250,,
Bo8g082290,Vacuolar-sorting receptor 1 (AtVSR1) (BP80-like protein b) (AtBP80b) (Epidermal growth factor receptor-like protein 1) (AtELP) (AtELP1) (Spot 3 protein),VSR1 BP80B ELP ELP1 At3g52850 F8J2.20
Bo8g082310,G-type lectin S-receptor-like serine/threonine-protein kinase At1g61360 (EC 2.7.11.1),At1g61360 T1F9.15
Bo8g082340,,
Bo8g082590,,
Bo8g082700,,
Bo8g082720,,
Bo8g082750,Interactor of constitutive active ROPs 5 (Protein MICROTUBULE DEPLETION DOMAIN 1) (ROP-interactive partner 3),ICR5 MIDD1 RIP3 At3g53350 F4P12.50
Bo8g082910,Protein SODIUM POTASSIUM ROOT DEFECTIVE 3 (NaKR3) (Heavy metal-associated plant protein 4) (AtHPP04),NAKR3 HPP04 At3g53530 F4P12.230
Bo8g082940,protein SLOW GREEN 1 chloroplastic,SG1 At3g18420 MYF24.13
Bo8g082960,Diaminopimelate epimerase chloroplastic (DAP epimerase) (EC 5.1.1.7),DAPF At3g53580 F4P12.280
Bo8g083050,ADP-ribosylation factor GTPase-activating protein AGD7 (ARF GAP AGD7) (Protein ARF-GAP DOMAIN 7) (AtAGD7) (Protein PDE1 SUPPRESSOR 1),AGD7 ASP1 At2g37550 F13M22.5
Bo8g083250,Protein NRT1/ PTR FAMILY 5.7 (AtNPF5.7),NPF5.7 At3g53960 F5K20.260
Bo8g083660,Protein SHI RELATED SEQUENCE 6,SRS6 At3g54430 T12E18.120
Bo8g084910,,
Bo8g087020,,
Bo8g087150,Monothiol glutaredoxin-S14 chloroplastic (AtGRXcp) (AtGrxS14) (CAX-interacting protein 1) (CXIP1),GRXS14 CXIP1 GRX5P GRXCP At3g54900 F28P10.120
Bo8g088360,,
Bo8g088420,,
Bo8g088440,,
Bo8g088450,ABC transporter G family member 18 (ABC transporter ABCG.18) (AtABCG18) (Probable white-brown complex homolog protein 18) (AtWBC18),ABCG18 WBC18 At3g55110 T15C9.110
Bo8g089520,,
Bo8g089540,,
Bo8g089660,UPF0725 protein At2g20620,At2g20620 F23N11.6
Bo8g089730,Triosephosphate isomerase cytosolic (TIM) (Triose-phosphate isomerase) (EC 5.3.1.1),CTIMC At3g55440 T22E16.100
Bo8g090420,Growth-regulating factor 4 (AtGRF4) (Transcription activator GRF4),GRF4 At3g52910 F8J2_80
Bo8g090700,WEB family protein At3g56270,At3g56270 F18O21_230
Bo8g090890,Pre-rRNA-processing protein ESF2 (18S rRNA factor 2),ESF2 CAALFM_C502070CA CaO19.10670 CaO19.3161
Bo8g091030,Sigma factor binding protein 1 chloroplastic (AtsibI) (Sigma factor binding protein I) (SigA binding protein) (VQ motif-containing protein 23) (AtVQ23),SIB1 VQ23 At3g56710 T8M16.40
Bo8g091050,,
Bo8g091080,Transcription factor MYB80 (Myb-related protein 80) (OsMYB80),MYB80 Os04g0470600 LOC_Os04g39470 OSJNBa0089K21.5
Bo8g091390,Protein STRICTOSIDINE SYNTHASE-LIKE 10 (AtSSL10) (Strictosidine synthase 8) (AtSS8),SSL10 SS8 At3g57030 F24I3.110
Bo8g091730,Putative calcium-transporting ATPase 11 plasma membrane-type (EC 7.2.2.10) (Ca(2+)-ATPase isoform 11),ACA11 At3g57330 F28O9.180
Bo8g092180,Inactive serine/threonine-protein kinase At1g67470,At1g67470 F12B7.2 T1F15.6
Bo8g092200,Non-functional pseudokinase ZED1 (Protein HOPZ-ETI-DEFICIENT 1),ZED1 At3g57750
Bo8g092210,Non-functional pseudokinase ZED1 (Protein HOPZ-ETI-DEFICIENT 1),ZED1 At3g57750
Bo8g092230,Transcription factor bHLH60 (Basic helix-loop-helix protein 60) (AtbHLH60) (bHLH 60) (Transcription factor EN 91) (bHLH transcription factor bHLH060),BHLH60 EN91 At3g57800 F15B8.10 T10K17.10
Bo8g092400,Putative metal tolerance protein C3 (AtMTPc3) (AtMTP8),MTPC3 MTP8 At3g58060 T10K17.270
Bo8g092420,PLASMODESMATA CALLOSE-BINDING PROTEIN 5 (AtPDCB5) (Glucan endo-13-beta-glucosidase-like protein 1),PDCB5 At3g58100 F9D24.10
Bo8g092660,Glutathione S-transferase T3 (AtGSTT3) (EC 2.5.1.18) (GST class-theta member 3) (Glutathione S-transferase 10C),GSTT3 GST10C At5g41220 K1O13.1
Bo8g092850,E3 ubiquitin-protein ligase RDUF2 (EC 2.3.2.27) (RING and DUF1117 domain-containing protein 2) (AtRDUF2) (RING-type E3 ubiquitin transferase RDUF2),DURF2 At5g59550 F2O15.22
Bo8g092870,V-type proton ATPase subunit D (V-ATPase subunit D) (Vacuolar H(+)-ATPase subunit D) (Vacuolar proton pump subunit D),VHA-D VATD VATPD At3g58730 T20N10_80
Bo8g092950,Probable galacturonosyltransferase 15 (EC 2.4.1.-),GAUT15 At3g58790 T20N10.140
Bo8g093010,Probable pectinesterase/pectinesterase inhibitor 35 [Includes: Pectinesterase inhibitor 35 (Pectin methylesterase inhibitor 35); Pectinesterase 35 (PE 35) (EC 3.1.1.11) (Pectin methylesterase 35) (AtPME35)],PME35 ARATH35 At3g59010 F17J16.60
Bo8g093020,Probable pectinesterase/pectinesterase inhibitor 35 [Includes: Pectinesterase inhibitor 35 (Pectin methylesterase inhibitor 35); Pectinesterase 35 (PE 35) (EC 3.1.1.11) (Pectin methylesterase 35) (AtPME35)],PME35 ARATH35 At3g59010 F17J16.60
Bo8g093190,Uncharacterized protein At3g49140,At3g49140 F2K15.2 T2J13.20
Bo8g094330,TBC1 domain family member 15 (GTPase-activating protein RAB7) (GAP for RAB7) (Rab7-GAP),TBC1D15
Bo8g094570,,
Bo8g094580,,
Bo8g094710,Guanosine nucleotide diphosphate dissociation inhibitor 2 (AtGDI2),GDI2 At3g59920 F24G16.190
Bo8g094890,Beta-glucosidase 16 (AtBGLU16) (EC 3.2.1.21) (Protein YELLOW-LEAF-SPECIFIC GENE 1),BGLU16 YLS1 At3g60130 T2O9.110
Bo8g094960,E3 ubiquitin-protein ligase ATL4 (EC 2.3.2.27) (Protein ARABIDOPSIS TOXICOS EN LEVADURA 4) (Protein ATL4) (RING-H2 finger X1a) (RING-H2 zinc finger protein ATL4) (RING-H2 zinc finger protein RHX1a) (RING-type E3 ubiquitin transferase ATL4),ATL4 RHX1A At3g60220 F27H5_10
Bo8g095100,,
Bo8g095220,UPF0481 protein At3g47200,At3g47200 F13I12.250
Bo8g095370,L-Ala-D/L-amino acid epimerase (EC 5.1.1.-) (L-Ala-D/L-Xxx epimerase),POPTR_0012s05040g
Bo8g095470,Transketolase-1 chloroplastic (TK) (EC 2.2.1.1),TKL-1 At3g60750 T4C21_160
Bo8g095480,Transketolase-1 chloroplastic (TK) (EC 2.2.1.1),TKL-1 At3g60750 T4C21_160
Bo8g095780,DEAD-box ATP-dependent RNA helicase 12 (EC 3.6.4.13),RH12 At3g61240 T20K12.140
Bo8g096010,Photosystem I chlorophyll a/b-binding protein 2 chloroplastic (Lhca2) (LHCI type III LHCA2),LHCA2 At3g61470 F2A19.70
Bo8g097390,Homeobox-leucine zipper protein ATHB-12 (HD-ZIP protein ATHB-12) (Homeodomain transcription factor ATHB-12),ATHB-12 At3g61890 F21F14.60
Bo8g097410,Ubiquitin-NEDD8-like protein RUB1 [Cleaved into: Ubiquitin; NEDD8-like protein RUB1 (Ubiquitin-related protein 1) (AtRUB1)],RUB1 NEDD8 UBQ15 At1g31340 T19E23.13
Bo8g097440,,
Bo8g097580,,
Bo8g097600,Pectin acetylesterase 6 (EC 3.1.1.-),PAE6 At3g62060 T17J13.20
Bo8g097660,Probable polygalacturonase (PG) (EC 3.2.1.15) (Pectinase),GSVIVT00026920001 LOC100243180
Bo8g097840,F-box protein At5g03970,At5g03970 F8F6.180
Bo8g098180,Small nuclear ribonucleoprotein Sm D2 (Sm-D2) (snRNP core protein D2),SNRPD2
Bo8g098210,NKAP family protein,DDB_G0269284
Bo8g098520,Mavicyanin,
Bo8g098530,Probable inactive patatin-like protein 9 (AtPLP9) (Patatin-related phospholipase A IIIdelta) (pPLAIIId) (Phospholipase A IIIB) (AtPLAIIIB),PLP9 At3g63200 F16M2.50
Bo8g098900,,
Bo8g098930,F-box/kelch-repeat protein At4g38940,At4g38940 F19H22.40
Bo8g099000,FCS-Like Zinc finger 11,FLZ11 DUF581-8 At2g25690 F3N11.14
Bo8g099110,,
Bo8g099330,Naringenin2-oxoglutarate 3-dioxygenase (Naringenin 3-dioxygenase) (EC 1.14.11.9) (F3H) (Flavanone 3-hydroxylase) (Protein TRANSPARENT TESTA 6),F3H TT6 At3g51240 F24M12.280
Bo8g099380,Stromal cell-derived factor 2-like protein (AtSDF2) (SDF2-like protein),SDF2 At2g25110 F13D4.70
Bo8g099490,Carotenoid 910(9'10')-cleavage dioxygenase 1 (EC 1.14.99.n4) (AtCCD1) (Neoxanthin cleavage enzyme NC1) (AtNCED1),CCD1 NC1 NCED1 At3g63520 MAA21_150
Bo8g099500,Carotenoid 910(9'10')-cleavage dioxygenase 1 (EC 1.14.99.n4) (AtCCD1) (Neoxanthin cleavage enzyme NC1) (AtNCED1),CCD1 NC1 NCED1 At3g63520 MAA21_150
Bo8g100000,18-cineole synthase 1 chloroplastic (AtTPS-CIN1) (EC 4.2.3.108) (Limonene cyclase) (Terpenoid synthase 27) (AtTPS27),TPS27 TPS-CIN1 At3g25820 K13N2.19
Bo8g100360,Methylesterase 2 (AtMES2) (EC 3.1.1.-) (Protein METHYLESTERASE 8) (AtME8),MES2 ACL ME8 At2g23600 F26B6.25
Bo8g100490,Filament-like plant protein 7 (AtFPP7),FPP7 At2g23360 F26B6.1
Bo8g100900,Putative ion channel POLLUX-like 2,At5g43745 MQD19.8
Bo8g101030,Farnesoic acid carboxyl-O-methyltransferase (EC 2.1.1.325) (SABATH methyltransferase FAMT),FAMT At3g44860 F28D10.50
Bo8g101210,Calmodulin-binding transcription activator 3 (AtCAMTA3) (Ethylene-induced calmodulin-binding protein 1) (EICBP1) (Ethylene-induced calmodulin-binding protein a) (EICBP.a) (Protein SAR-DEFICIENT 3) (Signal-responsive protein 1) (AtSR1),CAMTA3 CMTA3 SARD3 SR1 At2g22300 T26C19.4
Bo8g101510,Cinnamyl alcohol dehydrogenase 2 (AtCAD2) (EC 1.1.1.195),CAD2 CAD7 CADE LCAD-E At2g21730 F7D8.5
Bo8g102180,,
Bo8g102360,Serine/threonine-protein kinase 38 (EC 2.7.11.1) (NDR1 protein kinase) (Nuclear Dbf2-related kinase 1),STK38 NDR1
Bo8g102450,NEDD8-activating enzyme E1 regulatory subunit AXR1 (Auxin-resistance protein AXR1) (Protein AUXIN-RESISTANT 1),AXR1 At1g05180 YUP8H12.21
Bo8g102480,50S ribosomal protein L4,rplD Rru_A2687
Bo8g102580,40S ribosomal protein S30,RPS30A At2g19750 F6F22.22; RPS30B At4g29390 F17A13.210; RPS30C At5g56670 MIK19.12
Bo8g102610,60S ribosomal protein L28-1,RPL28A At2g19730 F6F22.24
Bo8g102680,WD-40 repeat-containing protein MSI4 (Altered cold-responsive gene 1 protein),MSI4 ACG1 FVE At2g19520 F3P11.12
Bo8g102720,Uncharacterized protein At1g01500,At1g01500 F22L4.17
Bo8g102810,Pathogenesis-related protein 5 (PR-5),At1g75040 F9E10.11
Bo8g104090,Photosynthetic NDH subunit of subcomplex B 4 chloroplastic (Protein PnsB4) (NDH DEPENDENT FLOW 6) (NDH-DEPENDENT CYCLIC ELECTRON FLOW 6),PNSB4 NDF6 At1g18730 F6A14.16
Bo8g104140,,
Bo8g104160,E3 ubiquitin-protein ligase RHF2A (EC 2.3.2.27) (RING-H2 finger F2a) (RING-H2 zinc finger protein RHF2a) (RING-type E3 ubiquitin transferase RHF2A),RHF2A At5g22000 T6G21.110
Bo8g104210,Transcription factor MYB106 (Myb-related protein 106) (AtMYB106) (Transcription factor NOEK),MYB106 NOK At3g01140 T4P13.17
Bo8g104320,,
Bo8g104560,12-oxophytodienoate reductase 2 (EC 1.3.1.42) (12-oxophytodienoate-1011-reductase 2) (AtOPR2) (OPDA-reductase 2) (45-didehydrojasmonate reductase) (EC 1.3.1.-),OPR2 At1g76690 F28O16.6
Bo8g104760,Histidinol dehydrogenase chloroplastic (HDH) (EC 1.1.1.23),HDH
Bo8g104780,Disease resistance protein CHS1 (Protein CHILLING SENSITIVE 1),CHS1 At1g17610 F1L3.31
Bo8g105050,Glutathione S-transferase U25 (AtGSTU25) (EC 2.5.1.18) (GST class-tau member 25),GSTU25 At1g17180 F20D23.12A
Bo8g105120,60S ribosomal protein L18a-like protein,At1g29970 T1P2.8
Bo8g105470,,
Bo8g105530,Threonine--tRNA ligase mitochondrial 1 (EC 6.1.1.3) (AtSYT1) (Threonyl-tRNA synthetase) (ThrRS),THRRS At5g26830 F2P16.7
Bo8g105760,Eukaryotic translation initiation factor 5B (eIF-5B) (EC 3.6.5.3) (Translation initiation factor IF-2),CTHT_0029840
Bo8g106120,,
Bo8g106310,,
Bo8g106390,Protein PLANT CADMIUM RESISTANCE 2 (AtPCR2),PCR2 At1g14870 F10B6.27
Bo8g106410,,
Bo8g106470,Nudix hydrolase 18 mitochondrial (AtNUDT18) (EC 3.6.1.-),NUDT18 NUDX18 At1g14860 F10B6.26
Bo8g106710,Protein indeterminate-domain 6 chloroplastic,IDD6 At1g14580 T5E21.8
Bo8g106780,,
Bo8g106850,F-box/kelch-repeat protein SKIP11 (SKP1-interacting partner 11),SKIP11 At2g02870 T17M13.4
Bo8g106870,,
Bo8g106880,Transcription factor HRS1 (MYB-domain transcription factor HRS1) (NIGT1 protein homolog) (AtNIGT1) (Protein HYPERSENSITIVITY TO LOW PI-ELICITED PRIMARY ROOT SHORTENING 1),HRS1 NIGT1 At1g13300 T6J4.6
Bo8g107040,Probable fucosyltransferase 8 (AtFUT8) (EC 2.4.1.-),FUT8 At1g14100 F7A19.18
Bo8g107070,,
Bo8g107100,Probable diphthine methyl ester synthase (EC 2.1.1.314) (Diphthamide biosynthesis methyltransferase),At4g31790 F28M20.20
Bo8g107300,Probable 6-phosphogluconolactonase 1 (6PGL1) (EC 3.1.1.31),PGL1 At1g13700 F21F23.14
Bo8g107450,,
Bo8g107480,Nucleolin 1 (Protein NUCLEOLIN LIKE 1) (AtNUC-L1) (Protein PARALLEL 1) (AtPARL1),NUCL1 PARL1 At1g48920 F27K7.6
Bo8g107620,Glycosyl hydrolase 5 family protein (EC 3.2.1.-) (allergen Cha o 3),
Bo8g107660,FBD-associated F-box protein At5g27750,At5g27750 T1G16.80
Bo8g107760,,
Bo8g107880,Glyceraldehyde-3-phosphate dehydrogenase GAPA2 chloroplastic (EC 1.2.1.13) (NADP-dependent glyceraldehydephosphate dehydrogenase A subunit 2),GAPA2 At1g12900 F13K23.15
Bo8g108190,Pentatricopeptide repeat-containing protein At1g12775 mitochondrial,At1g12775 F13K23.2
Bo8g108270,Disease resistance protein RFL1 (RPS5-like protein 1) (pNd13/pNd14),RFL1 At1g12210 T28K15.6
Bo8g108410,Protein NRT1/ PTR FAMILY 6.3 (AtNPF6.3) (Nitrate transporter 1.1) (AtNRT1) (Nitrate/chlorate transporter) (Protein CHLORINA 1),NPF6.3 CHL1 NRT1 NRT1.1 At1g12110 F12F1.1 T28K15_13
Bo8g108500,Pyrophosphate--fructose 6-phosphate 1-phosphotransferase subunit beta 1 (PFP 1) (EC 2.7.1.90) (6-phosphofructokinase pyrophosphate dependent 1) (PPi-PFK 1) (Pyrophosphate-dependent 6-phosphofructose-1-kinase 1),PFP-BETA1 At1g12000 F12F1.13
Bo8g108680,Vacuolar-sorting protein BRO1 (BRO domain-containing protein 1) (AtBRO1),BRO1 ALIX SPHR1 At1g15130 F9L1.7
Bo8g108760,ATP-dependent Clp protease proteolytic subunit 6 chloroplastic (EC 3.4.21.92) (Endopeptidase ClpP6) (nClpP6) (nClpP1),CLPP6 NCLPP1 NCLPP6 At1g11750 F25C20.10
Bo8g108790,,
Bo8g108840,Glucose-6-phosphate/phosphate translocator 2 chloroplastic,GPT2 At1g61800 F8K4.1
Bo8g108900,Putative pentatricopeptide repeat-containing protein At5g59900,At5g59900 MMN10.14
Bo8g109150,,
Bo8g109350,Pre-mRNA-processing factor 17,prp17 SPBC6B1.10
Bo8g109360,,
Bo8g109480,4-substituted benzoates-glutamate ligase GH3.12 (EC 6.3.2.-) (Auxin-responsive GH3-like protein 12) (AtGH3-12) (Protein GH3-LIKE DEFENSE GENE 1) (Protein GRETCHEN HAGEN 3.12) (Protein HOPW1-1-INTERACTING 3) (Protein avrPPHB SUSCEPTIBLE 3),GH3.12 GDG1 PBS3 WIN3 At5g13320 T22N19.5 T31B5.140
Bo8g109520,SKP1-like protein 4 (AtSK4),ASK4 At1g20140 T20H2.8
Bo8g109590,,
Bo8g109620,Putative protease Do-like 14 (EC 3.4.21.-),DEGP14 At5g27660 F15A18.120 T1G16.1
Bo8g109630,,
Bo8g110670,Putative protease Do-like 14 (EC 3.4.21.-),DEGP14 At5g27660 F15A18.120 T1G16.1
Bo8g110990,60S ribosomal protein L21-1,RPL21A At1g09590 F14J9.25; RPL21C At1g09690 F21M12.8
Bo8g112190,Protein SRC2 homolog (AtSRC2),SRC2 At1g09070 F7G19.6
Bo8g112490,GTPase LSG1-2 (AtLSG1-2) (DAR GTPase 7) (Protein YEAST LSG1 ORTHOLOG 2),LSG1-2 DPG7 At1g08410 T27G7.9
Bo8g112820,Mitogen-activated protein kinase 13 (AtMPK13) (MAP kinase 13) (EC 2.7.11.24),MPK13 At1g07880 F24B9.3
Bo8g113960,Pentatricopeptide repeat-containing protein At1g07590 mitochondrial,At1g07590 F22G5.3
Bo8g114140,Proliferating cell nuclear antigen (PCNA),
Bo8g114380,Nardilysin-like (EC 3.4.24.61) (N-arginine dibasic convertase-like) (NRD convertase-like) (NRD-C),At1g06900 F4H5.4
Bo8g114950,Histone-lysine N-methyltransferase ATX2 (EC 2.1.1.43) (Protein SET DOMAIN GROUP 30) (Trithorax-homolog protein 2) (TRX-homolog protein 2),ATX2 SDG30 SET30 At1g05830 T20M3.10
Bo8g115020,Probable uridine nucleosidase 2 (EC 3.2.2.3) (Uridine ribohydrolase 2),URH2 At1g05620 F3F20.7
Bo8g115280,50S ribosomal protein L6 chloroplastic (Protein EMBRYO DEFECTIVE 2394),RPL6 EMB2394 At1g05190 YUP8H12.20
Bo8g115290,NEDD8-activating enzyme E1 regulatory subunit AXR1 (Auxin-resistance protein AXR1) (Protein AUXIN-RESISTANT 1),AXR1 At1g05180 YUP8H12.21
Bo8g115660,TNF receptor-associated factor homolog 1b (Protein MUTANT SNC1-ENHANCING 13),TRAF1B MUSE13 At1g04300 F19P19.26
Bo8g115810,Glutathione gamma-glutamylcysteinyltransferase 2 (EC 2.3.2.15) (Phytochelatin synthase 2) (AtPCS2),PCS2 At1g03980 F21M11.9
Bo8g115880,Prohibitin-2 mitochondrial (Atphb2),PHB2 At1g03860 F21M11.21
Bo8g116050,Coproporphyrinogen-III oxidase 1 chloroplastic (AtCPO-I) (Coprogen oxidase) (Coproporphyrinogenase) (EC 1.3.3.3) (Protein LESION INITIATION 2),CPX1 CPO HEMF HEMF1 LIN2 At1g03475 F21B7.10
Bo8g117540,Uncharacterized calcium-binding protein At1g02270,At1g02270 T6A9_9 T7I23.22
Bo8g117590,Type II inositol polyphosphate 5-phosphatase 15 (At5PTase15) (EC 3.1.3.36) (EC 3.1.3.86) (Protein FRAGILE FIBER 3),IP5P15 FRA3 At1g65580 F5I14.11
Bo8g117650,,
Bo8g117670,60S acidic ribosomal protein P1-2,RPP1B At4g00810 T18A10.9
Bo8g117680,3-ketoacyl-CoA synthase 1 (KCS-1) (EC 2.3.1.199) (Very long-chain fatty acid condensing enzyme 1) (VLCFA condensing enzyme 1),KCS1 EL1 At1g01120 T25K16.11
Bo8g117930,Probable ferric reduction oxidase 1 (AtFRO1) (EC 1.16.1.7) (Ferric-chelate reductase 1),FRO1 At1g01590 F22L4.13
Bo8g118060,Callose synthase 2 (EC 2.4.1.34) (13-beta-glucan synthase) (Protein GLUCAN SYNTHASE-LIKE 3),CALS2 GSL3 At2g31960 F22D22.29
Bo8g118220,,
Bo8g118320,Very-long-chain aldehyde decarbonylase CER1 (EC 4.1.99.5) (Protein ECERIFERUM 1),CER1 At1g02205 T7I23.10
Bo9g002230,Calmodulin-binding receptor-like cytoplasmic kinase 2 (EC 2.7.11.1),CRCK2 At4g00330 A_IG005I10.8 F5I10.8
Bo9g003620,Reticulon-like protein B7 (AtRTNLB7),RTNLB7 At4g01230 F2N1.8
Bo9g003630,Probable glutathione peroxidase 8 (EC 1.11.1.9),GPX8 At1g63460 F2K11.16
Bo9g003810,Lysine-specific demethylase JMJ25 (EC 1.14.11.-) (Jumonji domain-containing protein 25) (Lysine-specific histone demethylase JMJ25) (Protein INCREASE IN BONSAI METHYLATION 1) (Protein JUMONJI 25),JMJ25 IBM1 At3g07610 MLP3.6
Bo9g004040,Soluble inorganic pyrophosphatase 1 (EC 3.6.1.1) (Pyrophosphate phospho-hydrolase 1) (PPase 1),PPA1 At1g01050 T25K16.5
Bo9g004100,NAC domain-containing protein 69 (ANAC069) (Protein NAC WITH TRANSMEMBRANE MOTIF 2) (Protein NTM1-like 13),NAC69 NTL13 NTM2 At4g01550 F11O4.5
Bo9g004130,Pentatricopeptide repeat-containing protein At4g01570,At4g01570 F11O4.7 T15B16.21
Bo9g004150,GEM-like protein 2,At4g01600 T15B16.24
Bo9g004260,S-adenosylmethionine synthase 5 (AdoMet synthase 5) (EC 2.5.1.6) (Methionine adenosyltransferase 5) (MAT 5),MSAMS5
Bo9g004350,Chalcone synthase 3 (EC 2.3.1.74) (Naringenin-chalcone synthase 3),CHS3
Bo9g005560,,
Bo9g005630,Endoglucanase 17 (EC 3.2.1.4) (Endo-14-beta glucanase 17),At4g02290 T2H3.5
Bo9g005670,Probable pectinesterase/pectinesterase inhibitor 41 [Includes: Pectinesterase inhibitor 41 (Pectin methylesterase inhibitor 41); Pectinesterase 41 (PE 41) (EC 3.1.1.11) (AtPMEpcrB) (Pectin methylesterase 41) (AtPME41)],PME41 ARATH41 At4g02330 T14P8.14
Bo9g005790,Phytochrome A-associated F-box protein (Empfindlicher im dunkelroten Licht protein 1),EID1 At4g02440 T14P8.22
Bo9g005830,,
Bo9g005840,,
Bo9g006020,NKAP family protein,DDB_G0269284
Bo9g006180,Transcription termination factor MTERF4 chloroplastic (Mitochondrial transcription termination factor 4) (Protein BELAYA SMERT') (Protein RUGOSA2),MTERF4 BSM RUG2 TERF3 At4g02990 T4I9.13
Bo9g006250,Probable 2-oxoglutarate-dependent dioxygenase AOP1.2 (EC 1.14.11.-),AOP1.2
Bo9g006300,Mitochondrial substrate carrier family protein ucpB (Solute carrier family 25 member 30 homolog) (Uncoupler protein B),ucpB slc25a30 DDB_G0283333
Bo9g006410,Xyloglucan endotransglucosylase/hydrolase protein 9 (At-XTH9) (XTH-9) (EC 2.4.1.207),XTH9 EXGT-A6 XTR16 At4g03210 F4C21.14
Bo9g007690,Putative hydrolase C777.06c,SPCC777.06c
Bo9g007820,Cytochrome P450 71B4 (EC 1.14.-.-),CYP71B4 At3g26280 MTC11.21
Bo9g007890,Glycerol-3-phosphate 2-O-acyltransferase 6 (AtGPAT6) (EC 2.3.1.198) (Glycerol-3-phosphate acyltransferase 6),GPAT6 At2g38110 F16M14.4
Bo9g007910,,
Bo9g007930,Cytochrome P450 71B37 (EC 1.14.-.-),CYP71B37 At3g26330 F20C19.5
Bo9g007980,Eukaryotic peptide chain release factor subunit 1-3 (BoeRF1-3) (Eukaryotic release factor 1-3),ERF1-3
Bo9g008070,Double-stranded RNA-binding protein 3 (dsRNA-binding protein 3) (AtDRB3),DRB3 At3g26932 MQP17.7
Bo9g008190,Transcription factor GTE8 (Bromodomain-containing protein GTE8) (Protein GLOBAL TRANSCRIPTION FACTOR GROUP E8),GTE8 At3g27260 K17E12.8
Bo9g008240,Succinate dehydrogenase [ubiquinone] iron-sulfur subunit 1 mitochondrial (EC 1.3.5.1) (Iron-sulfur subunit of complex II) (Ip),SDH2-1 At3g27380 K1G2.9
Bo9g008300,,
Bo9g008310,Cyclin-dependent protein kinase inhibitor SMR6 (Protein SIAMESE-RELATED 6),SMR6 At5g40460 K21I16.3
Bo9g008330,LOB domain-containing protein 25 (ASYMMETRIC LEAVES 2-like protein 3) (AS2-like protein 3),LBD25 ASL3 At3g27650 MGF10.6
Bo9g008630,,
Bo9g008670,Transcription factor PRE5 (Basic helix-loop-helix protein 164) (AtbHLH164) (bHLH 164) (Protein PACLOBUTRAZOL RESISTANCE 5) (bHLH transcription factor bHLH164),PRE5 BHLH164 At3g28857 MLD15.1
Bo9g008920,Malonyl-CoA:anthocyanidin 5-O-glucoside-6''-O-malonyltransferase (EC 2.3.1.-) (Anthocyanin 5-aromatic acyltransferase-like protein) (At5MAT),5MAT At3g29590 MTO24.5
Bo9g009090,E3 ubiquitin-protein ligase BIG BROTHER (EC 2.3.2.27) (Protein ENHANCER OF DA1-1) (RING-type E3 ubiquitin transferase BIG BROTHER),BB EOD1 At3g63530 TEL3S.1
Bo9g009790,Beta-D-xylosidase 1 (AtBXL1) (EC 3.2.1.-) (Alpha-L-arabinofuranosidase) (EC 3.2.1.55),BXL1 XYL1 At5g49360 K7J8.3
Bo9g009850,Calcium-binding protein CP1 (NaCl-inducible Ca2+-binding protein) (AtCP1),CP1 ACP1 At5g49480 K6M13.2
Bo9g009980,Uncharacterized protein At4g28440,At4g28440 F20O9.120
Bo9g010130,Probable serine/threonine-protein kinase WNK9 (AtWNK9) (EC 2.7.11.1) (Protein kinase with no lysine 9),WNK9 At5g28080 T24G3.10
Bo9g010150,Bifunctional cystathionine gamma-lyase/cysteine synthase (EC 2.5.1.47) (EC 4.4.1.1) (Beta-substituted Ala synthase 4;3) (ARAth-Bsas4;3) (L-cysteine desulfhydrase 1) (DES1) (O-acetylserine (thiol)-lyase) (OASTL) (Protein CS-LIKE),DES1 At5g28030 F15F15.100
Bo9g010170,Pre-rRNA-processing protein TSR2 (20S rRNA accumulation protein 2),TSR2 YLR435W
Bo9g010290,,
Bo9g010470,40S ribosomal protein S21-2,RPS21C At5g27700 T1G16.30
Bo9g010550,,
Bo9g010780,,
Bo9g010960,Sugar transport protein 13 (Hexose transporter 13) (Multicopy suppressor of snf4 deficiency protein 1),STP13 MSS1 At5g26340 F9D12.17
Bo9g010970,Mavicyanin,
Bo9g011030,Gamma-glutamylcyclotransferase 2-1 (AtGGCT2;1) (EC 4.3.2.9) (Gamma-glutamyl cyclotransferase 2;1),GGCT2;1 At5g26220
Bo9g011190,Probable glycosyltransferase At5g03795 (EC 2.4.-.-),At5g03795 MED24
Bo9g011300,BURP domain protein RD22 (Dehydration-responsive protein RD22),RD22 At5g25610 T14C9.150
Bo9g011510,Protein ENHANCED DISEASE RESISTANCE 2-like,EDR2L At5g45560 MFC19.23
Bo9g012610,Ribosome-binding factor PSRP1 chloroplastic (30S ribosomal protein 1) (CS-S5) (CS5) (Plastid-specific 30S ribosomal protein 1) (PSrp-1) (Ribosomal protein 1) (S22) (Translation factor pY),PSRP1 RPS22 RPS30 SOVF_177810
Bo9g012630,Two-component response regulator-like APRR5 (Pseudo-response regulator 5),APRR5 At5g24470 T31K7.5
Bo9g013810,,
